Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
"Si Kurt ang napaulat na isang nagpakilalang anak ng kongresista, ng tutukan ng baril, bugbugin at paluhurin ang security guard na si Jomar Pajares, nang hindi payagang pumasok ang sasakyan nito sa BF Homes dahil sa kawalan ng nakadikit sa sasakyan na sticker na requirement upang makapasok.","Si Kurt ang napaulat na isang nagpakilalang anak ng kongresista, nang tutukan ng baril, bugbugin at paluhurin ang security guard na si Jomar Pajares, nang hindi payagang pumasok ang sasakyan nito sa BF Homes dahil sa kawalan ng nakadikit sa sasakyan na sticker na requirement upang makapasok.","Si kuro ang napaulat na isang nagpakilalang anak ng kongresista, ng tutukan ng baril, bugbugin at paluhurin ang security guard na si coma pagres, nang hindi payagang pumasok ang sasakyan nito sa ba Homes dahil sa kawalan ng nagkadikit sa sasakyan na sticker na requirement upang makapasok.","['Kurt', 'Jomar', 'Pajares', 'BF', 'nakarikit']","{'Kurt': ['kura', 'kurit', 'kuro', 'kurot', 'kurta'], 'Jomar': ['joma', 'colar', 'coma', 'dolar', 'goma'], 'Pajares': ['kapares', 'pagare', 'pagres', 'pajamas', 'palates'], 'BF': ['abf', 'b', 'ba', 'be', 'bg'], 'nakarikit': ['nakadikit', 'nakapikit', 'nagkadikit', 'nagparikit', 'nakaaakit']}",TP,FN
"Sa nakaraang panayam kay Dennis sa ""The Howie Severino Podcast,"" sinabi din ng aktor ang kagustuhan niyang gumanap na kontrabida.","Sa nakaraang panayam kay Dennis sa ""The Howie Severino Podcast,"" sinabi rin ng aktor ang kagustuhan niyang gumanap na kontrabida.","Sa nakaraang panayam kay debris sa ""The hiwid beterano Podcast,"" sinabi rin ng aktor ang kagustuhan niyang gumanap na kontrabida.","['Dennis', 'Howie', 'Severino']","{'Dennis': ['tennis', 'deans', 'debris', 'dens', 'dentist'], 'Howie': ['hawi', 'hawig', 'hiwid', 'hiwis', 'hobi'], 'Severino': ['selering', 'severity', 'beterano', 'letering', 'metering']}",TP,FN
Sinabi pa ni Tolentino na noong siya ang chairman ng Metro Manila Development Authority (MMDA) ay madalas ang e arthquake drill sa Metro Manila.,Sinabi pa ni Tolentino na noong siya ang chairman ng Metro Manila Development Authority (MMDA) ay madalas ang earthquake drill sa Metro Manila.,Sinabi pa ni talento na noong siya ang chairman ng Metro Manila Development Authority (MMDA) ay mamalas ang e aatake drill sa Metro Manila.,"['Tolentino', 'maralas', 'arthquake']","{'Tolentino': ['kolektibo', 'talentado', 'talento', 'talentong', 'biolento'], 'maralas': ['madalas', 'makalas', 'mamalas', 'marahas', 'maranas'], 'arthquake': ['earthquake', 'earthquakes', 'aatake', 'adequate', 'antique']}",TP,FN
"Sa Los Angeles, todo-todo ang pagpo-promote doon ng An Inconvenient Love dahil nag-promote roon ang DonBelle noong Nov.","Sa Los Angeles, todo-todo ang pagpo-promote roon ng An Inconvenient Love dahil nag-promote roon ang DonBelle noong Nov.","Sa Los ages, todo-todo ang pagpo-promote doon ng An convenant Love dahil nag-promote roon ang double noong non.","['Angeles', 'Inconvenient', 'DonBelle', 'Nov']","{'Angeles': ['agecies', 'agents', 'ages', 'amperes', 'anakle'], 'Inconvenient': ['convenient', 'inconvenience', 'convenant', 'convenience', 'convenientce'], 'DonBelle': ['doble', 'donselya', 'double', 'bell', 'belly'], 'Nov': ['gov', 'no', 'non', 'noo', 'nor']}",TP,FN
"Nawalan ng kontrol ang tricycle dahilan para sumirko ito at bumaliktad sa kalsada at mabangga naman ng paparating na pampasaherong jeepney (EVP-385) na nagmamaneho ni Domingo Mabini Dawal, 54-anyos, residente ng Brgy.","Nawalan ng kontrol ang tricycle dahilan para sumirko ito at bumaliktad sa kalsada at mabangga naman ng paparating na pampasaherong jeepney (EVP-385) na minamaneho ni Domingo Mabini Dawal, 54-anyos, residente ng Brgy.","Nawalan ng kontrol ang tricycle dahilan para sumirko ito at bumaliktad sa kalsada at mabangga naman ng paparating na pampasaherong jeepney (ap-aag) na nagmamaneho ni daming Mabini Dawal, ag-anyos, residente ng Brgy.","['EVP', '385', 'Domingo', '54']","{'EVP': ['evap', 'vp', 'ap', 'app', 'atp'], '385': ['p25', 'p75', 'aag', 'aal', 'aam'], 'Domingo': ['domino', 'coming', 'daming', 'doing', 'domina'], '54': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Narito ang mga nabasa na ming komento sa social media.,Narito ang mga nabasa naming komento sa social media.,Narito ang mga nabasa na ming komento sa social media.,[],{},FN,FN
"Yung iba po, na confine rin tapos yung iba naman po after magamot, inadvise na rin na umuwi, dagdag niya.","Yung iba po, na-confine rin tapos yung iba naman po after magamot, inadvise na rin na umuwi, dagdag niya.","Yung iba po, na confine rin tapos yung iba naman po after magamot, indise na rin na umuwi, dagdag niya.",['inadvise'],"{'inadvise': ['inaadvise', 'advise', 'indise', 'advice', 'advised']}",TP,FN
"Pero no??ng na-realize ko na baka tinatapik lang ako ni Lord, baka iwawala ka na sa landas mo, don ako nabuhayan na hindi pala ako dapat manghihina dahil sa ibang tao,? emosyonal na pahayag ni Loisa.","Pero no??ng na-realize ko na baka tinatapik lang ako ni Lord, baka nawawala ka na sa landas mo, don ako nabuhayan na hindi pala ako dapat manghihina dahil sa ibang tao,? emosyonal na pahayag ni Loisa.","Pero no??ng na-penalize ko na baka tinatapik lang ako ni Lord, baka iwawala ka na sa landas mo, don ako nabuhayan na hindi pala ako dapat manghihina dahil sa ibang tao,? emosyonal na pahayag ni baisa.","['realize', 'Loisa']","{'realize': ['realized', 'legalize', 'penalize', 'realign', 'reality'], 'Loisa': ['lisa', 'losa', 'baisa', 'bisa', 'bolsa']}",TP,FN
"Para sa mga susunod na taon, ang kailangang pondo ay magsasama na sa taunang General Appropriations Act.","Para sa mga susunod na taon, ang kailangang pondo ay isasama na sa taunang General Appropriations Act.","Para sa mga susunod na taon, ang kailangang pondo ay magsasama na sa taunang General Appropriations Act.",[],{},FN,FN
"Itinalaga ang nasabing bilang sa ibat ibang campaign activities upang mapanatili ang kapayapaan ang kaayusan, kabilang pa ang mga naka-standby, sakaling kailanganin pa ng nagdaragdag na puwersa.","Itinalaga ang nasabing bilang sa ibat ibang campaign activities upang mapanatili ang kapayapaan ang kaayusan, kabilang pa ang mga naka-standby, sakaling kailanganin pa ng dagdag na puwersa.","Itinalaga ang nasabing bilang sa ibat ibang campaign activities upang mapanatili ang kapayapaan ang kaayusan, kabilang pa ang mga naka-standby, sakaling kailanganin pa ng nagdaragdag na puwersa.",[],{},FN,FN
Pero hihindian rin daw nila kayang tanggihan ang huling hiling ng isang tao na nais umanong mapasaya ang kaniyang mga mahal sa buhay hanggang sa huling pagkakataon.,Pero hindi rin daw nila kayang tanggihan ang huling hiling ng isang tao na nais umanong mapasaya ang kaniyang mga mahal sa buhay hanggang sa huling pagkakataon.,Pero hihinawan din daw nila kayang tanggihan ang huling hiling ng isang tao na nais umanong mapasaya ang kaniyang mga mahal sa buhay hanggang sa huling pagkakataon.,['hihindian'],"{'hihindian': ['hihingian', 'hihinaan', 'hihinawan', 'hihinayan', 'hihingan']}",TP,FN
"Kami po ay pumapayag dahil may batas na tayo na sasabihin na ang Presidente ang magdedesisyon tungkol sa pagbukas at pagsara ng ating mga programa sa DepEd, on the recommendation of the DepEd, ayon kay Briones.","Kami po ay pumapayag dahil may batas na tayo na nagsasabi na ang Presidente ang magdedesisyon tungkol sa pagbukas at pagsara ng ating mga programa sa DepEd, on the recommendation of the DepEd, ayon kay Briones.","Kami po ay pumapayag dahil may batas na tayo na sasabihin na ang Presidente ang magdedesisyon tungkol sa pagbukas at pagbara ng ating mga programa sa DepEd, on the recommendation of the DepEd, ayon kay Briones.",['pagsara'],"{'pagsara': ['magsara', 'nagsara', 'pagbara', 'pagsala', 'pagsama']}",TP,FN
"Inaanyayahan tinatayuan ng Pagbasa na tularan natin ang dakilang ""pag-ibig"" ng ating Panginoong HesuKristo, na inialay ang sarili para sa lahat--maging sa mga makasalanan.","Inaanyayahan tayo ng Pagbasa na tularan natin ang dakilang ""pag-ibig"" ng ating Panginoong HesuKristo, na inialay ang sarili para sa lahat--maging sa mga makasalanan.","Inaanyayahan tinatayuan ng Pagbasa na tularan natin ang dakilang ""pag-ibig"" ng ating Panginoong estrikto, na inialay ang sarili para sa lahat--maging sa mga makasalanan.",['HesuKristo'],"{'HesuKristo': ['eskuisto', 'destrito', 'estrikto', 'histerismo', 'hurista']}",TP,FN
Sa mga LGU at mga pribadong kumpanya na obserbahan ang vaccine cold storage standards na itinatakda ng national government at huwag lang basta magsagawa ng sarili nilang refrigeration measures upang hinihindian masayang ang mga bakuna.,Sa mga LGU at mga pribadong kumpanya na obserbahan ang vaccine cold storage standards na itinatakda ng national government at huwag lang basta magsagawa ng sarili nilang refrigeration measures upang hindi masayang ang mga bakuna.,Sa mga aga at mga pribadong kumpanya na obserbahan ang vaccine cold storage standards na itinatakda ng national government at huwag lang basta magsagawa ng sarili nilang refrigeration measures upang hinihinawan masayang ang mga bakuna.,"['LGU', 'hinihindian']","{'LGU': ['lgus', 'ag', 'aga', 'age', 'ago'], 'hinihindian': ['hinihingian', 'hinihinaan', 'hinihinawan', 'hinihinayan', 'hinihingan']}",TP,FN
Madalas na nagpo-post ni Chuckie ng mga video sa kaniyang social media account na sumasayaw kasama ang iba pang katrabaho-sa naturang series.,Madalas na nagpo-post ni Chuckie ng mga video sa kaniyang social media account na sumasayaw kasama ang iba pang katrabaho sa naturang series.,mamalas na nagpo-post ni checks ng mga video sa kaniyang social media account na sumasayaw kasama ang iba pang katrabaho-sa naturang series.,"['Maralas', 'Chuckie']","{'Maralas': ['madalas', 'makalas', 'mamalas', 'marahas', 'maranas'], 'Chuckie': ['check', 'checking', 'checks', 'checkup', 'cheke']}",TP,FN
Tinitipid rin ang TV shows dahil kaunti ang commercials dahil nagtitipid din ang mga kumpanya na lahat bagsak ang sales dahil sa napakasama ngang kalagayan ng ekonomiya.,Tinitipid din ang TV shows dahil kaunti ang commercials dahil nagtitipid din ang mga kumpanya na lahat bagsak ang sales dahil sa napakasama ngang kalagayan ng ekonomiya.,Tinitipid din ang TV shows dahil kaunti ang commercials dahil nagtitipid din ang mga kumpanya na lahat bagsak ang sales dahil sa napakasama ngang kalagayan ng ekonomiya.,[],{},TP,TP
"Hanggat hindi pa nagiisyu ng formal approval ang pamunuan natin dito ay hindi pa sila pwedeng maningil, ani Corpus.","Hanggat hindi pa nag-iisyu ng formal approval ang pamunuan natin dito ay hindi pa sila pwedeng maningil, ani Corpus.","Hanggat hindi pa iiisyu ng formal approval ang pamunuan natin dito ay hindi pa sila pwedeng maningil, ani Corpus.",['nagiisyu'],"{'nagiisyu': ['maiisyu', 'naisyu', 'iiisyu', 'iisyu', 'iniisyu']}",TP,FN
"Idinagdag ng opisyal na kalalagay na ang naturang dayuhan sa BIs blacklist at hindi na maaaring bumalik sa Pilipinas FRJ, GMA Integrated News.","Idinagdag ng opisyal na ilalagay na ang naturang dayuhan sa BIs blacklist at hindi na maaaring bumalik sa Pilipinas FRJ, GMA Integrated News.","idinadag ng opisyal na ilalagay na ang naturang dayuhan sa bias blacklist at hindi na maaaring bumalik sa Pilipinas ari, gia Integrated News.","['Irinagdag', 'kalalagay', 'BIs', 'FRJ', 'GMA']","{'Irinagdag': ['idinagdag', 'dinagdag', 'idinadag', 'alinagnag', 'binagbag'], 'kalalagay': ['malalagay', 'nalalagay', 'ilalagay', 'ipalalagay', 'kabalagan'], 'BIs': ['bi', 'bia', 'bias', 'bid', 'bids'], 'FRJ': ['ar', 'are', 'ari', 'arm', 'art'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra']}",TP,FN
Kinumpirma kahapon ng Department of of Tourism (DoT) na isa pang Pinay ang nahuling lumabag sa COVID-19 mandatory quarantine matapos mag-post sa social media ng kaniyang pagtungo sa isang massage session.,Kinumpirma kahapon ng Department of Tourism (DoT) na isa pang Pinay ang nahuling lumabag sa COVID-19 mandatory quarantine matapos mag-post sa social media ng kaniyang pagtungo sa isang massage session.,Kinumpirma kahapon ng Department of of Tourism (dog) na isa pang linay ang nahuling lumabag sa COVID-ag mandatory quarantine matapos mag-post sa social media ng kaniyang pagtungo sa isang massage session.,"['DoT', 'Pinay', '19']","{'DoT': ['bot', 'do', 'dog', 'doh', 'doj'], 'Pinay': ['binay', 'hinay', 'linay', 'panay', 'pilay'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Ang naglalaro sa isip namin ngayon ay hindi na uli siya tanggap kung sakali man dahil kawalan ng loyalty sa GMA-7 ang ginawa niya nun.,Ang naglalaro sa isip namin ngayon ay hindi na uli siya tatanggapin kung sakali man dahil kawalan ng loyalty sa GMA-7 ang ginawa niya nun.,Ang naglalaro sa isip namin ngayon ay hindi na uli siya tanggap kung sakali man dahil kawalan ng loyalty sa gia-d ang ginawa niya gun.,"['GMA', '7', 'nun']","{'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], '7': ['b', 'c', 'd', 'e', 'f'], 'nun': ['dun', 'fun', 'gun', 'kun', 'mun']}",TP,FN
"Kinilala ang mga biktima na si incumbent municipal councilor Helen Advincula Garay, 53-anyos, na kumakandidatong vice mayor at ang dalawang negosyante na parehong kandidato naman bilang konsehal na si Kareen Dela Rosa Averilla, 44-anyos, residente-ng Brgy.","Kinilala ang mga biktima na si incumbent municipal councilor Helen Advincula Garay, 53-anyos, na kumakandidatong vice mayor at ang dalawang negosyante na parehong kandidato naman bilang konsehal na si Kareen Dela Rosa Averilla, 44-anyos, residente ng Brgy.","Kinilala ang mga biktima na si incumbent municipal councilor Helen advanced gabay, ad-anyos, na kumakandidatong vice mayor at ang dalawang negosyante na parehong kandidato naman bilang konsehal na si garden Dela Rosa aerial, ag-anyos, residente-ng Brgy.","['Advincula', 'Garay', '53', 'Kareen', 'Averilla', '44']","{'Advincula': ['dinula', 'advance', 'advanced', 'advances', 'adventure'], 'Garay': ['aaray', 'aray', 'gabay', 'gamay', 'gara'], '53': ['p3', 'ab', 'ad', 'ag', 'ah'], 'Kareen': ['bargen', 'career', 'garden', 'garten', 'green'], 'Averilla': ['guerilla', 'aberia', 'aerial', 'gerilya', 'guerillas'], '44': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Nagtrain ako ng Tango bago ako umalis pero I was surprised kasi pagdating ko don iba pala yung Tango na nakakasanayan nating makita sa YouTube and ??yung Tango na ginagawa nila which they call Milonga.,Nag-train ako ng Tango bago ako umalis pero I was surprised kasi pagdating ko don iba pala yung Tango na nakakasanayan nating makita sa YouTube and ??yung Tango na ginagawa nila which they call Milonga.,nagkain ako ng Tango bago ako umalis pero I was surprised kasi pagdating ko don iba pala yung Tango na nakakasanayan nating makita sa YouTube and ??yung Tango na ginagawa nila which they call hilong.,"['Nagtrain', 'Milonga']","{'Nagtrain': ['naggraun', 'naghain', 'nagkain', 'nagpain', 'nagtaan'], 'Milonga': ['milong', 'bilong', 'hilong', 'iilong', 'ilong']}",TP,FN
Kaya sana maganda ang suporta sa kanila para sa pinaghahandaan nilang laban sa 2024 Olympics na gumagawa naman sa Paris.,Kaya sana maganda ang suporta sa kanila para sa pinaghahandaan nilang laban sa 2024 Olympics na gagawin naman sa Paris.,Kaya sana maganda ang suporta sa kanila para sa pinaghahandaan nilang laban sa aag Olympics na gumagawa naman sa Paris.,['2024'],"{'2024': ['p25', 'aaba', 'aag', 'aako', 'aal']}",TP,FN
"Yong mga expert na magtuturo ng kanilang kaalaman para makabalik sa new normal ang buhay natin, dagdag ni Galvez.","Yong mga expert na ito magtuturo ng kanilang kaalaman para makabalik sa new normal ang buhay natin, dagdag ni Galvez.","Yong mga expert na magtuturo ng kanilang kaalaman para makabalik sa new normal ang buhay natin, dagdag ni gavel.",['Galvez'],"{'Galvez': ['gale', 'gave', 'gavel', 'valve', 'valves']}",TP,FN
Sa isang panayam sinabi ni Mark Anthony na wala siyang health condition ngayon kaya wala din siyang kailangang inumin na mga maintenance medicine.,Sa isang panayam sinabi ni Mark Anthony na wala siyang health condition ngayon kaya wala rin siyang kailangang inumin na mga maintenance medicine.,Sa isang panayam sinabi ni Mark aahong na wala siyang health condition ngayon kaya wala rin siyang kailangang inumin na mga maintenance medicine.,['Anthony'],"{'Anthony': ['antimony', 'aahon', 'aahong', 'aatong', 'aatsoy']}",TP,FN
"Ayon sa ina ni Christine na si Sharon, na nakabase sa General Santos City, pinayagan niya ang anak na dumalo sa party dahil makakakita niya na kasamahan nito sa trabaho ang kasama.","Ayon sa ina ni Christine na si Sharon, na nakabase sa General Santos City, pinayagan niya ang anak na dumalo sa party dahil nakita niya na kasamahan nito sa trabaho ang kasama.","Ayon sa ina ni christmas na si hapon, na nakabase sa General tantos City, pinayagan niya ang anak na dumalo sa party dahil makakakita niya na kasamahan nito sa trabaho ang kasama.","['Christine', 'Sharon', 'Santos']","{'Christine': ['cristina', 'christening', 'christmas', 'crispin', 'critize'], 'Sharon': ['baron', 'hamon', 'hapon', 'haro', 'harok'], 'Santos': ['santo', 'santol', 'tantos', 'aantok', 'aantot']}",TP,FN
At matagal ng paniniwala ko na magiging maganda ang dating ni Pangulong Marcos dito sa Davos.,At matagal nang paniniwala ko na magiging maganda ang dating ni Pangulong Marcos dito sa Davos.,At matagal ng paniniwala ko na magiging maganda ang dating ni Pangulong Marcos dito sa datos.,['Davos'],"{'Davos': ['dagos', 'dalos', 'datos', 'aagos', 'aayos']}",TP,FN
Kasasabi ni Rayver na si Julie Anne ang gusto niyang makasama sa kanyang future.,Sinasabi ni Rayver na si Julie Anne ang gusto niyang makasama sa kanyang future.,Kasasabi ni graver na si bulid annex ang gusto niyang makasama sa kanyang future.,"['Rayver', 'Julie', 'Anne']","{'Rayver': ['drayber', 'drayer', 'graver', 'layer', 'layner'], 'Julie': ['bule', 'buli', 'bulid', 'bulig', 'bulik'], 'Anne': ['akne', 'ann', 'annex', 'ante', 'aang']}",TP,FN
Sana mag-stick po tayo na mali ang timing ng ginawa Shopee sa pag magpapaalis ng mga tauhan nila at pagbabawas.,Sana mag-stick po tayo na mali ang timing ng ginawa Shopee sa pag alis ng mga tauhan nila at pagbabawas.,Sana mag-stick po tayo na mali ang timing ng ginawa shape sa pag magpapaalis ng mga tauhan nila at pagbabawas.,['Shopee'],"{'Shopee': ['hope', 'scope', 'shape', 'shoe', 'shoes']}",TP,FN
"Eh ngayon, puro indie rin, idagdag mo pa ang restrictions, ano ang inaasahan mong mangyayari, himala.","Eh ngayon, puro indie rin, idagdag mo pa ang restrictions, ano ang aasahan mong mangyayari, himala.","Eh ngayon, puro die rin, daragdag mo pa ang restrictions, ano ang inaasahan mong mangyayari, himala.","['indie', 'iragdag']","{'indie': ['india', 'indise', 'die', 'eddie', 'hindi'], 'iragdag': ['idagdag', 'dagdag', 'daragdag', 'dinagdag', 'idaragdag']}",TP,FN
