tokens,Original Sentence,Gold Sentence,Correction,Correct or Incorrect
22326,"Kahapon ay nagdiwang ng kanyang ika-42 taong kaarawan si Ara Mina. Sa ngayon ay wala na raw ibang mahihiling pa ang aktres kundi ang kaligtasan ng lahat dahil sa kinakaharap nating pandemya. “Honestly, parang wala na akong maisip na birthday wish except siyempre sa good health dapat at magtuluy-tuloy lang sana ang magandang takbo ng business at career ko. Kasi parang halos lahat binigay na sa akin ni Lord eh. Ang kapal naman ng mukha ko kung maghahangad pa ako ng kung anu-ano. Basta sana stable lang lahat kasi okay na okay na ako. May trabaho kahit pandemic, okay yung negosyo ko. Tapos masaya rin ang personal life ko. Thankful and grateful ako sa lahat ng mga nangyayari,” pagbabahagi ni Ara.","Kahapon ay nagdiwang ng kanyang ika-42 taong kaarawan si Ara Mina. Sa ngayon ay wala na raw ibang mahihiling pa ang aktres kundi ang kaligtasan ng lahat dahil sa kinakaharap nating pandemya. “Honestly, parang wala na akong maisip na birthday wish except siyempre sa good health dapat at magtuluy-tuloy lang sana ang magandang takbo ng business at career ko. Kasi parang halos lahat binigay na sa akin ni Lord eh. Ang kapal naman ng mukha ko kung maghahangad pa ako ng kung anu-ano. Basta sana stable lang lahat kasi okay na okay na ako. May trabaho kahit pandemic, okay yung negosyo ko. Tapos masaya rin ang personal life ko. Thankful and grateful ako sa lahat ng mga nangyayari,” pagbabahagi ni Ara.",multiple_capital,Correct
15011,"Gayundin aniya, dapat magtalaga pa ng mas maraming bike lanes para open space ang pagbiyahe at wag nang magtungo sa mga kainan na enclosed ang lugar.","Gayundin aniya, dapat magtalaga pa ng mas maraming bike lanes para open space ang pagbiyahe at wag nang magtungo sa mga kainan na enclosed ang lugar.",replace_nang,Correct
10188,"Bukod sa palengke, itinago rin umano nina Moreno ang pagbenta sa ilan pang lugar sa Maynila.","Bukod sa palengke, itinago rin umano nina Moreno ang pagbenta sa ilan pang lugar sa Maynila.",replace_rin,Correct
17636,Kahit hindi kami marunong magluto ay nasusundan namin ang ibat ibang paraan para magawa ang hindi namin nakasanayan. At palibhasay lumaki kami sa bukid ay aliw na aliw kaming panoorin ang mga bagong teknolohiya para pagandahin ang pag-ani ng mga gulay at prutas.,Kahit hindi kami marunong magluto ay nasusundan namin ang ibat ibang paraan para magawa ang hindi namin nakasanayan. At palibhasay lumaki kami sa bukid ay aliw na aliw kaming panoorin ang mga bagong teknolohiya para pagandahin ang pag-ani ng mga gulay at prutas.,multiple_add_punc_period,Correct
3780,Ika-26 ng Hulyo nang mapalanunan ng weightlifter ang gintong medalya mula sa 2021 Tokyo Olympics — ang una ng Pilipinas simula nang sumali ito noong 1924.,Ika-26 ng Hulyo nang mapalanunan ng weightlifter ang gintong medalya mula sa 2021 Tokyo Olympics — ang una ng Pilipinas simula nang sumali ito noong 1924.,transform_verb_compact,Correct
12211,"Mabigat po sa likod eh, sabi pa ng dating sexy actress.","Mabigat po sa likod eh, sabi pa ng dating sexy actress.",append_t1,Correct
10661,"Yung sinasabi niyang ako na ang sagot, ang totoo po don, pera naman po ng production yun hindi naman kay Billy Crawford.","Yung sinasabi niyang ako na ang sagot, ang totoo po don, pera naman po ng production yun hindi naman kay Billy Crawford.",add_punc_period,Correct
15910,"Kaugnay pa rin ito ng consolidated disqualification cases ng Akbayan party-list, grupo ng Martial Law survivors at hiwalay na petisyon ng Pudno Nga Ilokano.","Kaugnay pa rin ito ng consolidated disqualification cases ng Akbayan party-list, grupo ng Martial Law survivors at hiwalay na petisyon ng Pudno Nga Ilokano.",transform_split_hyphen,Correct
5183,"Una nang nakahirit ng pilak si Obiena sa International Jump Meeting sa Cottbus, Germany kung saan nakapagtala ito ng 5.77.","Una nang nakahirit ng pilak si Obiena sa International Jump Meeting sa Cottbus, Germany kung saan nakapagtala ito ng 5.77.",transform_case_lower,Correct
4940,Magbi-break daw sila bandang mid of April dahil sisimulan naman ni Alden ang drama series niya sa GMA 7.,Magbi-break daw sila bandang mid of April dahil sisimulan naman ni Alden ang drama series niya sa GMA 7.,delete,Correct
18082,"Ngunit sa katunayan, walang natatanggap na pondo ang kanilang partners na deconsolidators o local freight forwarders dito sa Pilipinas para maproseso at mailabas mula sa BOC ang nasabing mga balikbayan box, dagdag pa ng ahensiya.","Ngunit sa katunayan, walang natatanggap na pondo ang kanilang partners na deconsolidators o local freight forwarders dito sa Pilipinas para maproseso at mailabas mula sa BOC ang nasabing mga balikbayan box, dagdag pa ng ahensiya.",replace_dito,Correct
3033,"Tutulungan umano ng embahada ang OFW kung gusto nitong sampahan ng kaso ang kaniyang amo, ayon kay Marquez.","Tutulungan umano ng embahada ang OFW kung gusto nitong sampahan ng kaso ang kaniyang amo, ayon kay Marquez.",transform_verb_contobj,Correct
9164,"Machung-macho ang dating niya, pero macho rin naman pala ang hinahanap niya!","Machung-macho ang dating niya, pero macho rin naman pala ang hinahanap niya!",replace_rin,Correct
15147,"Sinasabi nila, hit daw naman ang recording ni James, pero hindi namin naririnig iyon, at para ano nga ba iyon eh wala naman.","Sinasabi nila, hit daw naman ang recording ni James, pero hindi namin naririnig iyon, at para ano nga ba iyon eh wala naman.",transform_verb_incobj,Correct
16003,Million users sa unang quarter pa lang ng 2022.,Million users sa unang quarter pa lang ng 2022.,append_t1,Correct
5038,Pinaniniwalaan na nagkaroon ng malakas na buhos ng ulan sa kabundukan.,Pinaniniwalaan na nagkaroon ng malakas na buhos ng ulan sa kabundukan.,append_t1,Correct
12845,"Sinasabing ang lahat ng labing isang suspect na inaakusahan din ng rape ay puro bakla lahat, pero sinasabi ng pulisya na ang bakla lalaki rin, at hindi mo masasabi kung ano ang magagawa nila oras na malasing o nakagamit ng droga.","Sinasabing ang lahat ng labing isang suspect na inaakusahan din ng rape ay puro bakla lahat, pero sinasabi ng pulisya na ang bakla lalaki rin, at hindi mo masasabi kung ano ang magagawa nila oras na malasing o nakagamit ng droga.",replace_ng,Correct
6876,"Sana nga prank or scripted na lang para di masakit sakin halos ikamatay ko na, sasabihin scripted?","Sana nga prank or scripted na lang para di masakit sakin halos ikamatay ko na, sasabihin scripted?",change_punc_qmark,Correct
20456,"Nang makauwi sila mula sa ospital, doon na umano nagsimulang magpahid ng menthol rub si Joy hanggang sa kinalaunan, hinanap-hanap na ito ng bata.","Nang makauwi sila mula sa ospital, doon na umano nagsimulang magpahid ng menthol rub si Joy hanggang sa kinalaunan, hinanap-hanap na ito ng bata.",replace_nang,Correct
1513,Nilinaw sa amin ni Sen. Bong Revilla na isang linggo lang pala na-move ang airing ng Agimat ng Agila.,Nilinaw sa amin ni Sen. Bong Revilla na isang linggo lang pala na-move ang airing ng Agimat ng Agila.,multiple_capital,Correct
16204,Habang ang positive rate ay bumaba sa 11%.,Habang ang positive rate ay bumaba sa 11%.,append_t1,Correct
3274,"Fu, PA din namin sila dahil alam na nila ang takbo ng utak namin.","Fu, PA din namin sila dahil alam na nila ang takbo ng utak namin.",replace_nila,Correct
11228,"Sa kabila nito, dahan-dahan nang nakakaahon ang ekonomiya sa muling pagluluwag ng mga restriksyon sa publiko at mga establisyamento sa pagbaba ng mga bagong kaso ng nakamamatay na sakit.","Sa kabila nito, dahan-dahan nang nakakaahon ang ekonomiya sa muling pagluluwag ng mga restriksyon sa publiko at mga establisyamento sa pagbaba ng mga bagong kaso ng nakamamatay na sakit.",delete,Correct
15158,Mahigit isang taon nang nabakante si Ancajas na huling sumalang noon pang Disyembre 2019 nang pataubin nito via knockout si Miguel Gonzalez ng Chile.,Mahigit isang taon nang nabakante si Ancajas na huling sumalang noon pang Disyembre 2019 nang pataubin nito via knockout si Miguel Gonzalez ng Chile.,replace_ng,Correct
16983,"Kailangan mo lang din intindihin na these are personal opinions, and I have my personal opinions about people. Minsan ayoko rin sa ibang tao pero hindi ko lang natu-tweet. Pero sa akin, umaabot yung mga ibang tao, pagpapatuloy niya.","Kailangan mo lang din intindihin na these are personal opinions, and I have my personal opinions about people. Minsan ayoko rin sa ibang tao pero hindi ko lang natu-tweet. Pero sa akin, umaabot yung mga ibang tao, pagpapatuloy niya.",multiple_add_punc_period,Correct
1358,Sabi ni Phil.,Sabi ni Phil.,change_punc_period,Correct
1922,Matatandaang gumanap ang dalawa bilang mag-ina sa teleseryeng Kadenang Ginto ng ABS-CBN.,Matatandaang gumanap ang dalawa bilang mag-ina sa teleseryeng Kadenang Ginto ng ABS-CBN.,merge_hyphen,Correct
18688,Nasa mga evacuation sites pa rin ang mga apektadong residente at takot na bumalik sa kanilang mga tahanan dahil walang katiyakan kung kailan matitigil ang hidwaan ng naglalabang mga armado na pawang kasapi ng MILF.,Nasa mga evacuation sites pa rin ang mga apektadong residente at takot na bumalik sa kanilang mga tahanan dahil walang katiyakan kung kailan matitigil ang hidwaan ng naglalabang mga armado na pawang kasapi ng MILF.,transform_verb_compact,Correct
1761,Nagpapasalamat na lang ang Kapamilya actress na matutuloy na rin ang pagiging super hero niya.,Nagpapasalamat na lang ang Kapamilya actress na matutuloy na rin ang pagiging super hero niya.,replace_rin,Correct
10900,Tinanong ko ang isang handler ng Star Magic kung kailan ang alis ng mga artista nila pa-Amerika at today raw ay may mga aalis na.,Tinanong ko ang isang handler ng Star Magic kung kailan ang alis ng mga artista nila pa-Amerika at today raw ay may mga aalis na.,replace_nila,Correct
3097,"Kapag may ayaw ka, anak, isinaalang-alang din nila 'yun di ba?""","Kapag may ayaw ka, anak, isinaalang-alang din nila 'yun di ba?""",merge_space,Correct
14502,Kasi may na-record na silang kanta.,Kasi may na-record na silang kanta.,add_punc_period,Correct
11143,Blinangka ni Denver center Nikola Jokic ang 3-point attempt ni Jonathan Kuminga ng Golden State para ipreserba ang kanilang panalo matapos mabitawan ang bitbit na 24-point lead sa halftime.,Blinangka ni Denver center Nikola Jokic ang 3-point attempt ni Jonathan Kuminga ng Golden State para ipreserba ang kanilang panalo matapos mabitawan ang bitbit na 24-point lead sa halftime.,add_punc_period,Correct
19617,Nagbigay pa ng prediksiyon si Morales kung saan nakikita nitong tutumba si Garcia sa second round ng laban.,Nagbigay pa ng prediksiyon si Morales kung saan nakikita nitong tutumba si Garcia sa second round ng laban.,transform_verb_compact,Correct
16464,"Naku, huwag mo akong pilitin na i-reveal kung sino ang singer-actress na bibigyan nina Sharon at Regine ng tribute sa Iconic concert nila, Ateng Salve, huh!","Naku, huwag mo akong pilitin na i-reveal kung sino ang singer-actress na bibigyan nina Sharon at Regine ng tribute sa Iconic concert nila, Ateng Salve, huh!",transform_verb_contobj,Correct
16271,"Hango ang kwento ni Ant-Man sa storya ni Scott Lang, isang magnanakaw na naging superhero.","Hango ang kwento ni Ant-Man sa storya ni Scott Lang, isang magnanakaw na naging superhero.",transform_split_space,Correct
14815,Iginiit din ni San Agustin na mahalaga rin ang magpakonsulta sa tamang espesyalista at huwag maniwala sa mga haka-haka.,Iginiit din ni San Agustin na mahalaga rin ang magpakonsulta sa tamang espesyalista at huwag maniwala sa mga haka-haka.,merge_hyphen,Correct
14277,Nakatakda rin ang salpukan ng San Beda University at Arellano University sa alas-12 ng tanghali.,Nakatakda rin ang salpukan ng San Beda University at Arellano University sa alas-12 ng tanghali.,replace_rin,Correct
20339,"Sa akin si Nesthy. Kasi malaki talaga yung chance niya sana roon mag-gold kung hindi lang Japan yung nakalaban niya. Siguro baka nanalo siya roon, ani Velasco.","Sa akin si Nesthy. Kasi malaki talaga yung chance niya sana roon mag-gold kung hindi lang Japan yung nakalaban niya. Siguro baka nanalo siya roon, ani Velasco.",multiple_capital,Correct
2795,Itoy para pag-usapan ang itinatakbo ng natitirang drug cases laban kay De Lima.,Itoy para pag-usapan ang itinatakbo ng natitirang drug cases laban kay De Lima.,replace_ng,Correct
14665,"Dalawa sa hanay ng mga pulis at dalawa rin sa hanay ng PDEA ang nasawi sa naturang engkuwentro na sinasabing ""misencounter"" sa operasyon laban sa droga.--FRJ.","Dalawa sa hanay ng mga pulis at dalawa rin sa hanay ng PDEA ang nasawi sa naturang engkuwentro na sinasabing ""misencounter"" sa operasyon laban sa droga.--FRJ.",transform_case_lower,Correct
5853,"Nauna na rin sinabi ni Duterte, chairman ng Cusi faction, na hindi siya mag-eendorso ng presidential aspirant maliban na lamang kung mayroong “compelling reason”na gawin ito.","Nauna na rin sinabi ni Duterte, chairman ng Cusi faction, na hindi siya mag-eendorso ng presidential aspirant maliban na lamang kung mayroong “compelling reason”na gawin ito.",transform_insert_hyphen,Correct
9086,Sa February 5 ay kasama na talaga sa ASAP Natin To si Janine dahil live na naman ang episode nila. Regular na si Janine sa ASAP Natin To after ng launch niya sa nasabing show noong Sunday.,Sa February 5 ay kasama na talaga sa ASAP Natin To si Janine dahil live na naman ang episode nila. Regular na si Janine sa ASAP Natin To after ng launch niya sa nasabing show noong Sunday.,multiple_add_punc_period,Correct
15385,Umano ni Tabingco ang kaibigan nang malaman na may nangyaring sunog sa kanilang lugar pero nang dumating ay naabutan na nakikipag-inuman si Roja kaya nakiupo na rin siya.,Umano ni Tabingco ang kaibigan nang malaman na may nangyaring sunog sa kanilang lugar pero nang dumating ay naabutan na nakikipag-inuman si Roja kaya nakiupo na rin siya.,replace_nang,Correct
18918,Pasado na sa ikatlo at huling pagbasa ang panukalang nagbabawal sa mga paaralan na payagan ang mga estudyante sa pampubliko at pribadong Higher Education Institutions (HEIs) na kumuha ng pagsusulit kahit hindi pa bayad ang tuition fees o matrikula.,Pasado na sa ikatlo at huling pagbasa ang panukalang nagbabawal sa mga paaralan na payagan ang mga estudyante sa pampubliko at pribadong Higher Education Institutions (HEIs) na kumuha ng pagsusulit kahit hindi pa bayad ang tuition fees o matrikula.,transform_split_hyphen,Correct
11508,"Kuwento ng labing-isang karakter na sina Noli, Ivy, Ms. Nunez, Oscar, Yosef, Andeng, Quentin, Dr. Ungria, Ingrid, Nanding at Osborne, na bumuo sa pangalang N.I.N.O.Y. A.Q.U.I.N.O.","Kuwento ng labing-isang karakter na sina Noli, Ivy, Ms. Nunez, Oscar, Yosef, Andeng, Quentin, Dr. Ungria, Ingrid, Nanding at Osborne, na bumuo sa pangalang N.I.N.O.Y. A.Q.U.I.N.O.",multiple_add_punc_period,Correct
7405,"Sa isang panayam sa media na patungo sa Switzerland, sinabi ng Pangulo na inaasahan niyang mapalawak at maipaliwanag ang mga makabuluhang hakbang na nakamit ng kanyang administrasyon sa question-and-answer event sa WEF.","Sa isang panayam sa media na patungo sa Switzerland, sinabi ng Pangulo na inaasahan niyang mapalawak at maipaliwanag ang mga makabuluhang hakbang na nakamit ng kanyang administrasyon sa question-and-answer event sa WEF.",replace_ng,Correct
18543,"Doon 'yung, ang sakit, pinagtatawanan nila ako, tapos bigla silang tumahimik noong pagharap ko, sabi ni Dianne.","Doon 'yung, ang sakit, pinagtatawanan nila ako, tapos bigla silang tumahimik noong pagharap ko, sabi ni Dianne.",replace_doon,Correct
9659,Inatasan na rin aniya ng kagawaran ang mga guro na iwasto ang nasabing mga mali kung saan ang 20 sa mga ito ay hindi nila alam ang mga source o pinanggalingan.,Inatasan na rin aniya ng kagawaran ang mga guro na iwasto ang nasabing mga mali kung saan ang 20 sa mga ito ay hindi nila alam ang mga source o pinanggalingan.,replace_rin,Correct
22191,"Iniulat ni Darlene Cay sa ""Unang Balita"" na bumagga umano ang motorsiklong sinasakyan nina Ricky Castil at Joel Naderata sa center island ng Quirino Highway sa Quezon City.","Iniulat ni Darlene Cay sa ""Unang Balita"" na bumagga umano ang motorsiklong sinasakyan nina Ricky Castil at Joel Naderata sa center island ng Quirino Highway sa Quezon City.",transform_verb_incobj,Correct
18469,Milyun-milyon ang natanggap na cash incentives ni Diaz matapos kunin ang kauna-unahang gold medal ng Pinas sa nakaraang 2021 Tokyo Olympics.,Milyun-milyon ang natanggap na cash incentives ni Diaz matapos kunin ang kauna-unahang gold medal ng Pinas sa nakaraang 2021 Tokyo Olympics.,transform_split_space,Correct
9271,Na inaasahan ng ilang analysts.,Na inaasahan ng ilang analysts.,transform_verb_incobj,Correct
3120,"Percent ang Family Feud, kahit may ilang nam-bash kina Paul Salas at Kate Valdez kasama ang pamilya nila na walang kabuhay-buhay raw maglaro.","Percent ang Family Feud, kahit may ilang nam-bash kina Paul Salas at Kate Valdez kasama ang pamilya nila na walang kabuhay-buhay raw maglaro.",replace_raw,Correct
