Original Sentence,Gold Sentence,Correction,Correct or Incorrect
"Una rito, nagbibigay na ng go signal si Pangulong Rodrigo Duterte kay Defense Secretary Delfin Lorenzana para bumili ng 15 Black Hawk helicopters upang ipalit sa mga lumang Huey choppers ng PAF.","Una rito, nagbigay na ng go signal si Pangulong Rodrigo Duterte kay Defense Secretary Delfin Lorenzana para bumili ng 15 Black Hawk helicopters upang ipalit sa mga lumang Huey choppers ng PAF.",transform_verb_compact,Incorrect
"Noong Mayo 2022, naisalba ang kita ng ma raming mangingisda sa Bolinao, Pangasinan sa tulong ng Habhub.","Noong Mayo 2022, naisalba ang kita ng maraming mangingisda sa Bolinao, Pangasinan sa tulong ng Habhub.",merge_space,Incorrect
"Si Cloie ay in-adopt na ng bagong asawa ng kanyang ina kaya ang ginagamit na niyang apelyido ngayon ay Skarne, pero maikakaila nga ba na anak niya ni Gabby?","Si Cloie ay in-adopt na ng bagong asawa ng kanyang ina kaya ang ginagamit na niyang apelyido ngayon ay Skarne, pero maikakaila nga ba na anak siya ni Gabby?",replace_siya,Incorrect
"Kabilang sa mga adbokasiya ng grupo ang pagsulong ng makataong pagtrato sa mga hayop, pagoptimize ng mga kakayahan ng mga K9 para sa mga operasyon ng paghahanap, pagsagip, at pagkuha, at pagpapakilos sa mga mahilig sa K9 tungo sa paghahanda sa sakuna at kamalayan sa kaligtasan.","Kabilang sa mga adbokasiya ng grupo ang pagsulong ng makataong pagtrato sa mga hayop, pag-optimize ng mga kakayahan ng mga K9 para sa mga operasyon ng paghahanap, pagsagip, at pagkuha, at pagpapakilos sa mga mahilig sa K9 tungo sa paghahanda sa sakuna at kamalayan sa kaligtasan.",transform_insert_hyphen,Incorrect
Nagdagdag si Paul George ng 29 markers para sa 1-2 agwat ng Los Angeles sa kanilang best-of-seven series ng Dallas,Nagdagdag si Paul George ng 29 markers para sa 1-2 agwat ng Los Angeles sa kanilang best-of-seven series ng Dallas.,add_punc_period,Incorrect
Ang lagi niyang kasama ay ang anak na si Amarah though hindi rin naman niya masyadong active.,Ang lagi niyang kasama ay ang anak na si Amarah though hindi rin naman siya masyadong active.,replace_siya,Incorrect
"Sabi ng mga mangingisda, may kamahalan ang “ipon” dahil swertehan lang angpaghuli sa mga ito.","Sabi ng mga mangingisda, may kamahalan ang “ipon” dahil swertehan lang ang paghuli sa mga ito.",transform_split_space,Incorrect
"Kahit sa mga post siya sa social media, may mga nakakapansin ng pagkakahawig nila ni Dingdong.","Kahit sa mga post niya sa social media, may mga nakakapansin ng pagkakahawig nila ni Dingdong.",replace_niya,Incorrect
"Yung tinatanggap niyang suporta, e, kanya lang, tuloy-tuloy lang sa bulsa niya, hindi niya yun sinasabi sa mga kapartido niya?","Yung tinatanggap niyang suporta, e, kanya lang, tuloy-tuloy lang sa bulsa niya, hindi niya yun sinasabi sa mga kapartido niya!",change_punc_emark,Incorrect
"Sabay na araw nila dinukot, pero magkaibang lugar at magkaibang oras, pero magkalapit lang na lugar.","Sabay na araw sila dinukot, pero magkaibang lugar at magkaibang oras, pero magkalapit lang na lugar.",replace_sila,Incorrect
"Kayat sabi siya yung desisyon na yan ay nangyari lamang noong nakaraang ilang araw at dahil nga magkikita kami at sabi niya ito yung regalo ko para sa inyo, sabi ni Marcos sa naging anunsyo ng Saudi Arabia.","Kayat sabi niya yung desisyon na yan ay nangyari lamang noong nakaraang ilang araw at dahil nga magkikita kami at sabi niya ito yung regalo ko para sa inyo, sabi ni Marcos sa naging anunsyo ng Saudi Arabia.",replace_niya,Incorrect
"Ayon sa abogado ng Rappler na si Francis Lim, inaasahan nilang mapatutunayang walang sala ang mga nabanggit lalo nat nangangailangan ""proof beyond reasonable doubt"" sa isang criminal case.","Ayon sa abogado ng Rappler na si Francis Lim, inaasahan nilang mapatutunayang walang sala ang mga nabanggit lalo nat kinakailangan ""proof beyond reasonable doubt"" sa isang criminal case.",transform_verb_incobj,Incorrect
"Maging ok ka lang dire-diretso bago ka mawala ipapakita ko sa'yo yung pagbabago ko Totoo 'yon, patuloy niya.","Maging ok ka lang dire-diretso bago ka mawala ipapakita ko sa'yo yung pagbabago ko. Totoo 'yon, patuloy niya.",multiple_add_punc_period,Incorrect
"Ito ang napagkasunduan ng MMDA at mga mall owners at operators na mag-uumpisa sa Nobyembre 14, 2022 at nagtapos hanggang Enero 6, 2023.","Ito ang napagkasunduan ng MMDA at mga mall owners at operators na mag-uumpisa sa Nobyembre 14, 2022 at magtatapos hanggang Enero 6, 2023.",transform_verb_contact,Incorrect
"Totoo naman yun Wala siyang ipinaramdam na pagmamaangas, simple lang siya, kesehodang sinusundo siya sa airport ng magagarang sasakyan.","Totoo naman yun! Wala siyang ipinaramdam na pagmamaangas, simple lang siya, kesehodang sinusundo siya sa airport ng magagarang sasakyan.",multiple_add_punc_emark,Incorrect
Nandun si Boss Vic del Rosario ng Viva Entertainment na siyang nagha-handle kay Matteo! Kaya mukhang matutuloy na finally ang pagiging Kapuso ng dating Kapamilya actor.,Nandun si Boss Vic del Rosario ng Viva Entertainment na siyang nagha-handle kay Matteo. Kaya mukhang matutuloy na finally ang pagiging Kapuso ng dating Kapamilya actor.,multiple_change_punc_period,Incorrect
Ng target adult population-ang maituturing na fully-vaccinated kabilang na rito ang bilang ng mga naturukan ng single-dose vaccine na Janssen.,Ng target adult population ang maituturing na fully-vaccinated kabilang na rito ang bilang ng mga naturukan ng single-dose vaccine na Janssen.,transform_split_hyphen,Incorrect
"Napag-alaman na ang mga kumpanyang, “Encuentro”, “Magnus”, at “Oriental Capital Venture” ay hindi pa nagbabayad ng mga kaululang fees at taxes kaya hindi pa pinapayagang magpalabas ng sabong sa kanilang-website, ayon kay Domingo.","Napag-alaman na ang mga kumpanyang, “Encuentro”, “Magnus”, at “Oriental Capital Venture” ay hindi pa nagbabayad ng mga kaululang fees at taxes kaya hindi pa pinapayagang magpalabas ng sabong sa kanilang website, ayon kay Domingo.",transform_split_hyphen,Incorrect
"SA imbestigasyon ni P/Staff Master Sgt. Jorlan Taluban, dakong alas-6:50 ng umaga ng Sabado nang maganap ang pamamaril sa Pearl St., malapit sa panulukan ng Osmeña St., Tondo.","Sa imbestigasyon ni P/Staff Master Sgt. Jorlan Taluban, dakong alas-6:50 ng umaga ng Sabado nang maganap ang pamamaril sa Pearl St., malapit sa panulukan ng Osmeña St., Tondo.",multiple_capital,Incorrect
"nasa Ang Probinsyano rin ako nang biglang mag-propose si Dave (Almarinez, fiancé ng aktres) at yayain ako ng kasal.","Nasa Ang Probinsyano rin ako nang biglang mag-propose si Dave (Almarinez, fiancé ng aktres) at yayain ako ng kasal.",transform_case_capital,Incorrect
"Sa ulat ni Raffy Tima sa GMA News ""24 Oras"" nitong Huwebes, sinabing nangyari ang insidente sa Coronado street sa Barangay Hulo.","Sa ulat ni Raffy Tima sa GMA News ""24 Oras"" nitong Huwebes, sinabing nangyari ang insidente sa Coronado Street sa Barangay Hulo.",transform_case_capital,Incorrect
"Kung hindi, ang BSP na ang magdedesisyon para sa kanila sa katatawag nitong supervisory intervention.","Kung hindi, ang BSP na ang magdedesisyon para sa kanila sa tinatawag nitong supervisory intervention.",transform_verb_incobj,Incorrect
Humahanda na si chairman William ‘Butch’ Ramirez na iwan ang Philippine Sports Commission (PSC) kasabay ng pagbabago ng administrasyon sa susunod na taon.,Handa na si chairman William ‘Butch’ Ramirez na iwan ang Philippine Sports Commission (PSC) kasabay ng pagbabago ng administrasyon sa susunod na taon.,transform_verb_base,Incorrect
Ibubuhos nang San Sebastian at Jose Rizal University ang itinatagong lakas sa kanilang do-or-die match upang umabante sa second round ng stepladder semis ng NCAA Season 97 womens volleyball tournament sa The Arena sa San Juan City.,Ibubuhos ng San Sebastian at Jose Rizal University ang itinatagong lakas sa kanilang do-or-die match upang umabante sa second round ng stepladder semis ng NCAA Season 97 womens volleyball tournament sa The Arena sa San Juan City.,replace_ng,Incorrect
"Katatapos lang siya ng Madawag ang Landas Patungong Pag-asa, pero ang isa pang natapos na rin ay ang Walker na ipinagmamalaki niya dahil nagawa niya rito ang gusto niyang gawin at iparating sa mga manonood.","Katatapos lang niya ng Madawag ang Landas Patungong Pag-asa, pero ang isa pang natapos na rin ay ang Walker na ipinagmamalaki niya dahil nagawa niya rito ang gusto niyang gawin at iparating sa mga manonood.",replace_niya,Incorrect
"Ibig sabihin, gumagastos tayo nang sobra ROON sa natatanggap nating suweldo, sabi ng financial advisor na si Boneth Jovellanos.","Ibig sabihin, gumagastos tayo nang sobra roon sa natatanggap nating suweldo, sabi ng financial advisor na si Boneth Jovellanos.",transform_case_lower,Incorrect
Abot ng mga operatiba ang suspek na nakasuot na lamang ng brief.,Inabutan ng mga operatiba ang suspek na nakasuot na lamang ng brief.,transform_verb_compobj,Incorrect
Sinabi pa ni Malazarte na hindi nila maaaring suportahan kandidatura ni Ferdinand “Bongbong” Marcos Jr.,Sinabi pa ni Malazarte na hindi nila maaaring suportahan ang kandidatura ni Ferdinand “Bongbong” Marcos Jr.,append_t1,Incorrect
"Nagsusubok ngayon ng grupo na mapalawak ang produksyon ng recycled at sustainable paint at kalakip nitong water-treatment initiative para malinis at maibalik ang buhay sa mga sapa at ilog ng lugarVBL, GMA News.","Sinusubukan ngayon ng grupo na mapalawak ang produksyon ng recycled at sustainable paint at kalakip nitong water-treatment initiative para malinis at maibalik ang buhay sa mga sapa at ilog ng lugarVBL, GMA News.",transform_verb_incobj,Incorrect
Marami din siyang friends na Filipino sa Los Angeles kaya sikat siya sa Filipino crowd.,Marami rin siyang friends na Filipino sa Los Angeles kaya sikat siya sa Filipino crowd.,replace_rin,Incorrect
"Waley talaga siya dun, nasa van lang siya, naghihintay na tawagin kapag siya na ang kakanta.","Waley talaga siya dun, nasa van lang siya, naghihintay na tawagin kapag siya na ang kakanta!",change_punc_emark,Incorrect
Nauna nang iniugnay nang Department of Energy (DOE) ang nakaraang oil price rollback sa inaasahang 100 basis point o full percentage point ng pagtaas ng interest rate ng US Federal Reserve ngayong buwan.,Nauna nang iniugnay ng Department of Energy (DOE) ang nakaraang oil price rollback sa inaasahang 100 basis point o full percentage point ng pagtaas ng interest rate ng US Federal Reserve ngayong buwan.,replace_ng,Incorrect
"Pinaplano ng transaksyong ito na patindihin ang kapasidad ng TV5 na maghatid ng content at coverage sa mamamayang Pilipino sa larangan ng entertainment, sports at public service Inaasahang makukumpleto ang transaksyon ngayong Agosto 2022.","Pinaplano ng transaksyong ito na patindihin ang kapasidad ng TV5 na maghatid ng content at coverage sa mamamayang Pilipino sa larangan ng entertainment, sports at public service. Inaasahang makukumpleto ang transaksyon ngayong Agosto 2022.",multiple_add_punc_period,Incorrect
"Bukod sapaglalatag ng regulasyon sa mga professional sports at athletes, direkta ring pinapamahalaan ng GAB ang mga boxing events sa bansa.","Bukod sa paglalatag ng regulasyon sa mga professional sports at athletes, direkta ring pinapamahalaan ng GAB ang mga boxing events sa bansa.",transform_split_space,Incorrect
Sapagkat nais Niyang maging maligaya tayo kaya ipinagkakaloob Niya ang ATING mga pangangailangan.,Sapagkat nais Niyang maging maligaya tayo kaya ipinagkakaloob Niya ang ating mga pangangailangan.,transform_case_lower,Incorrect
"Sakabila nito, tiniyak naman ni Roque na hindi gaano makakaapekto ang nasabing sunod sa COVID-19 healthcare capacity ng Metro Manila.","Sa kabila nito, tiniyak naman ni Roque na hindi gaano makakaapekto ang nasabing sunod sa COVID-19 healthcare capacity ng Metro Manila.",transform_split_space,Incorrect
"Now, pag nagpilit ng plus 1, dapat ang star ang magbayad ng swab test, at kung puwede nila rin ang magbayad ng room at pagkain.","Now, pag nagpilit ng plus 1, dapat ang star ang magbayad ng swab test, at kung puwede sila rin ang magbayad ng room at pagkain.",replace_sila,Incorrect
Todo naman daw ang suportang ibinigay nang asawang si Chris Tan kay Sherilyn.,Todo naman daw ang suportang ibinigay ng asawang si Chris Tan kay Sherilyn.,replace_ng,Incorrect
"Humindi pwedeng nagdadasal ka lang, siyempre nakakatulong yon.","Hindi pwedeng nagdadasal ka lang, siyempre nakakatulong yon.",transform_verb_base,Incorrect
"Aniya, nauunawaan nila na may malaking problema ngayon ang PhilHealth subalit nahihirapan ang mga ospital kung patuloy pa din na may mag-a-avail ng PhilHealth insurance ang mga dumarami pang pasyente kung wala ng pondong itutustos.","Aniya, nauunawaan nila na may malaking problema ngayon ang PhilHealth subalit nahihirapan ang mga ospital kung patuloy pa rin na may mag-a-avail ng PhilHealth insurance ang mga dumarami pang pasyente kung wala ng pondong itutustos.",replace_rin,Incorrect
"Hindi ko narinig ang lagaslas ng tubig, at ng lumabas ako ng banyo, nakita ko ang mga aso ko na bukas ang mga bibig at tumatahol siguro, pero waley akong marinig.","Hindi ko narinig ang lagaslas ng tubig, at nang lumabas ako ng banyo, nakita ko ang mga aso ko na bukas ang mga bibig at tumatahol siguro, pero waley akong marinig.",replace_nang,Incorrect
Hindi naman tayo puwedeng sumali na hihindi kinakabahan.,Hindi naman tayo puwedeng sumali na hindi kinakabahan.,transform_verb_base,Incorrect
"May taranta factor sa mga sumasagot dahil three seconds lang ang time limit. Eh kung babagal-bagal ang conestant, x agad ang ganti sa kabagalan, huh.","May taranta factor sa mga sumasagot dahil three seconds lang ang time limit. Eh kung babagal-bagal ang conestant, x agad ang ganti sa kabagalan, huh!",multiple_change_punc_emark,Incorrect
"Nagpupunta tayo sa simbahan para magpasalamat sa mga tinatanggap nating blessings, humihingi rin tayo kapag tayoy may kailangan, hindi tayo pumupunta sa simbahan para manglait.","Nagpupunta tayo sa simbahan para magpasalamat sa mga tinatanggap nating blessings, humihingi rin tayo kapag tayoy may kailangan, hindi tayo pumupunta sa simbahan para manglait!",change_punc_emark,Incorrect
Dapat ay magpapakasal pa sa simbahan noong isang taon ang mag-asawa pero naudlot na ito dahil sa banta ng covid-19 pandemic,Dapat ay magpapakasal pa sa simbahan noong isang taon ang mag-asawa pero naudlot na ito dahil sa banta ng covid-19 pandemic.,add_punc_period,Incorrect
Maligayang Pasko at Manigong Bagong Taon sa ating lahat? dagdag ng mga ito.,Maligayang Pasko at Manigong Bagong Taon sa ating lahat! dagdag ng mga ito.,multiple_change_punc_emark,Incorrect
"Ang hindi nagagamit sa ating pambansang budget, taon-taon yung average mula 2010 hanggang 2020 alam niyo kung magkano!","Ang hindi nagagamit sa ating pambansang budget, taon-taon yung average mula 2010 hanggang 2020 alam niyo kung magkano?",change_punc_qmark,Incorrect
'di ba sabi ng mga Pinoy puwede akong maging artista?,'Di ba sabi ng mga Pinoy noon puwede akong maging artista?,append_t1,Incorrect
Ibinibigay ito sa-kanyang campaign manager para gamitin sa mga pag-iikot niya sa 4thdistrict.,Ibinibigay ito sa kanyang campaign manager para gamitin sa mga pag-iikot niya sa 4thdistrict.,transform_split_hyphen,Incorrect
Kung habulin pa daw siya ng mga pulis sa susunod ay tumakbo lamang daw ito sa kanila.,Kung habulin pa raw siya ng mga pulis sa susunod ay tumakbo lamang daw ito sa kanila.,replace_raw,Incorrect
Proud na proud ang mag-asawang Zoren Legaspi at Carmina Villarroel sa kanilang nanganganak na si Cassy Legaspi dahil sa natatanggap nitong mga papuri mula sa Kapuso viewers.,Proud na proud ang mag-asawang Zoren Legaspi at Carmina Villarroel sa kanilang anak na si Cassy Legaspi dahil sa natatanggap nitong mga papuri mula sa Kapuso viewers.,transform_verb_base,Incorrect
"Ayon sa Bayan Muna, dapat magpatawag si Pangulong Rodrigo Duterte ng isang special session sa kongreso para maaprubahan agad ang mga panukala para sa P10,000 ayuda at P100 daily wage subsidy.","Ayon sa Bayan Muna, dapat magpatawag si Pangulong Rodrigo Duterte ng isang special session sa Kongreso para maaprubahan agad ang mga panukala para sa P10,000 ayuda at P100 daily wage subsidy.",transform_case_capital,Incorrect
Bilang panganay na anak nina Lotlot at Ramon Christopher ay halos sa showbiz industry na din lumaki si Janine.,Bilang panganay na anak nina Lotlot at Ramon Christopher ay halos sa showbiz industry na rin lumaki si Janine.,replace_rin,Incorrect
"Nakaplano na ang buhay ni Irene Sa loob nang dalawang taon, pakakasalan niya ang kanyang longtime perfect boyfriend na si Nestor (Kelvin) at sa Australia na sila titira para makasama ang iba pa nilang kamag-anak.","Nakaplano na ang buhay ni Irene Sa loob ng dalawang taon, pakakasalan niya ang kanyang longtime perfect boyfriend na si Nestor (Kelvin) at sa Australia na sila titira para makasama ang iba pa nilang kamag-anak.",replace_ng,Incorrect
