Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Pabayaan lang mapagod ang mga Maritess,Pabayaan lang mapagod ang mga Maritess,Pabayaan lang ang mga,[],"[{'token': 'VBOF', 'suggestions': ['KEEP_VBOF_VBOF', 'KEEP_VBOF_VBOF'], 'distances': [1.2, 2.4]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI', 'SUBSTITUTE_RBI_LM', 'SUBSTITUTE_RBI_DTC'], 'distances': [1.2, 3.4000000000000004, 2.4]}, {'token': 'VBW', 'suggestions': ['DELETE_VBW', 'KEEP_VBW_VBW', 'SUBSTITUTE_VBW_DTCP'], 'distances': [1.2, 3.4000000000000004, 2.4]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'SUBSTITUTE_DTC_NNP'], 'distances': [1.2, 3.4000000000000004, 2.4]}, {'token': 'DTCP', 'suggestions': ['KEEP_DTCP_DTCP', 'KEEP_DTCP_DTCP', 'DELETE_DTCP'], 'distances': [1.2, 3.4000000000000004, 2.4]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP'], 'distances': [3.4000000000000004, 2.4]}]"
Noong  magpapahinga ang ilang original Sexbomb Girls sa pagsayaw,Noong  nagpahinga ang ilang original Sexbomb Girls sa pagsayaw,ang ang Sexbomb sa pagsayaw,[],"[{'token': 'RBW_CCP', 'suggestions': ['SUBSTITUTE_RBW_CCP_DTC', 'KEEP_RBW_CCP_RBW_CCP'], 'distances': [3.2, 3.5999999999999996]}, {'token': 'VBW', 'suggestions': ['SUBSTITUTE_VBW_PRQ_CCP', 'DELETE_VBW', 'DELETE_VBW', 'KEEP_VBW_VBW'], 'distances': [3.2, 3.4000000000000004, 3.5999999999999996, 3.5999999999999996]}, {'token': 'DTC', 'suggestions': ['SUBSTITUTE_DTC_FW', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC'], 'distances': [3.2, 3.4000000000000004, 3.4000000000000004, 3.5999999999999996, 3.5999999999999996, 2.4]}, {'token': 'PRQ_CCP', 'suggestions': ['DELETE_PRQ_CCP', 'KEEP_PRQ_CCP_PRQ_CCP', 'SUBSTITUTE_PRQ_CCP_NNP', 'DELETE_PRQ_CCP', 'SUBSTITUTE_PRQ_CCP_NNP', 'DELETE_PRQ_CCP', 'SUBSTITUTE_PRQ_CCP_NNP'], 'distances': [3.2, 3.4000000000000004, 3.4000000000000004, 2.2, 3.5999999999999996, 3.5999999999999996, 2.4]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'KEEP_FW_FW', 'DELETE_FW', 'KEEP_FW_FW', 'DELETE_FW', 'KEEP_FW_FW', 'DELETE_FW'], 'distances': [3.2, 3.4000000000000004, 3.4000000000000004, 2.2, 3.5999999999999996, 3.5999999999999996, 2.4]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'SUBSTITUTE_NNP_CCT', 'KEEP_NNP_NNP'], 'distances': [3.2, 3.4000000000000004, 3.4000000000000004, 2.2, 3.5999999999999996, 3.5999999999999996, 2.4]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP', 'DELETE_NNP', 'DELETE_NNP', 'DELETE_NNP', 'DELETE_NNP'], 'distances': [3.4000000000000004, 3.4000000000000004, 2.2, 3.5999999999999996, 3.5999999999999996, 2.4]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT'], 'distances': [3.4000000000000004, 2.2, 3.5999999999999996, 2.4]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [2.2, 2.4]}]"
Niya yung unang nagtiwala sa akin,Siya yung unang nagtiwala sa akin,na nauna alang,[],"[{'token': 'NNC', 'suggestions': ['SUBSTITUTE_NNC_JJN_CCP', 'SUBSTITUTE_NNC_JJN_CCP'], 'distances': [2, 3.2]}, {'token': 'PRO', 'suggestions': ['SUBSTITUTE_PRO_VBTS', 'DELETE_PRO', 'SUBSTITUTE_PRO_VBTS'], 'distances': [2, 2.2, 3.2]}, {'token': 'JJN_CCP', 'suggestions': ['SUBSTITUTE_JJN_CCP_CCT', 'KEEP_JJN_CCP_JJN_CCP', 'SUBSTITUTE_JJN_CCP_CCT'], 'distances': [2, 2.2, 3.2]}, {'token': 'VBTS', 'suggestions': ['DELETE_VBTS', 'KEEP_VBTS_VBTS', 'DELETE_VBTS'], 'distances': [2, 2.2, 3.2]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT'], 'distances': [2, 2.2, 3.2]}, {'token': 'PRSP', 'suggestions': ['DELETE_PRSP', 'DELETE_PRSP'], 'distances': [2.2, 3.2]}]"
Sabi ko ‘Bakit ganun bakit siya pa,Sabi ko ‘Bakit ganun bakit siya pa,[UNK] Sabi ko Bakit,[],"[{'token': 'PMS', 'suggestions': ['INSERT_PMS'], 'distances': [0.8]}, {'token': 'VBS', 'suggestions': ['KEEP_VBS_VBS', 'KEEP_VBS_VBS', 'KEEP_VBS_VBS'], 'distances': [4.6000000000000005, 5.800000000000001, 5.800000000000001]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS', 'SUBSTITUTE_PRS_PMS_', 'KEEP_PRS_PRS', 'SUBSTITUTE_PRS_PMS_', 'KEEP_PRS_PRS'], 'distances': [4.6000000000000005, 6.800000000000001, 5.800000000000001, 5.800000000000001, 5.800000000000001]}, {'token': 'PRQ', 'suggestions': ['DELETE_PRQ', 'KEEP_PRQ_PRQ', 'KEEP_PRQ_PRQ', 'DELETE_PRQ', 'KEEP_PRQ_PRQ', 'SUBSTITUTE_PRQ_RBI'], 'distances': [4.6000000000000005, 6.800000000000001, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 5.800000000000001]}, {'token': 'PRC', 'suggestions': ['DELETE_PRC', 'DELETE_PRC', 'SUBSTITUTE_PRC_RBI', 'DELETE_PRC', 'SUBSTITUTE_PRC_RBI', 'DELETE_PRC'], 'distances': [4.6000000000000005, 6.800000000000001, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 5.800000000000001]}, {'token': 'PRQ', 'suggestions': ['DELETE_PRQ', 'DELETE_PRQ', 'DELETE_PRQ', 'DELETE_PRQ', 'DELETE_PRQ', 'DELETE_PRQ'], 'distances': [4.6000000000000005, 6.800000000000001, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 5.800000000000001]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS'], 'distances': [6.800000000000001, 4.6000000000000005, 5.800000000000001, 5.800000000000001, 5.800000000000001]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'DELETE_RBI', 'DELETE_RBI'], 'distances': [4.6000000000000005, 5.800000000000001, 5.800000000000001]}]"
mula sa  katao na sinurvey sa buong bansa,Mula sa  katao na sinurvey sa buong bansa,sa kabaong sa buong bansa,[],"[{'token': 'RBW', 'suggestions': ['SUBSTITUTE_RBW_NNC_CCP', 'DELETE_RBW', 'DELETE_RBW'], 'distances': [2, 2.2, 2.2]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [2, 1.2, 2.2, 1.2, 2.2]}, {'token': 'NNC_CCP', 'suggestions': ['DELETE_NNC_CCP', 'SUBSTITUTE_NNC_CCP_NNC', 'DELETE_NNC_CCP', 'SUBSTITUTE_NNC_CCP_NNC', 'SUBSTITUTE_NNC_CCP_NNC', 'SUBSTITUTE_NNC_CCP_NNC'], 'distances': [2, 1.2, 1, 2.2, 1.2, 2.2]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'DELETE_FW', 'KEEP_FW_FW', 'DELETE_FW', 'DELETE_FW', 'DELETE_FW'], 'distances': [2, 1.2, 1, 2.2, 1.2, 2.2]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [2, 1.2, 1, 2.2, 1.2, 2.2]}, {'token': 'PRI_CCP', 'suggestions': ['KEEP_PRI_CCP_PRI_CCP', 'KEEP_PRI_CCP_PRI_CCP', 'KEEP_PRI_CCP_PRI_CCP', 'KEEP_PRI_CCP_PRI_CCP', 'KEEP_PRI_CCP_PRI_CCP'], 'distances': [1.2, 1, 2.2, 1.2, 2.2]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [1, 1.2, 2.2]}]"
Ano kaya ang masasabi ni MC,Ano kaya ang masasabi ni MC,,,
“Iyun nga ang magsasabi ko Momshie,“Iyun nga ang sinasabi ko Momshie,Iyun nga ang Magpataba,[],"[{'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'SUBSTITUTE_NNP_VBTS'], 'distances': [3.4000000000000004, 4.6000000000000005]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005]}, {'token': 'VBTF', 'suggestions': ['KEEP_VBTF_VBTF', 'SUBSTITUTE_VBTF_NNP', 'SUBSTITUTE_VBTF_NNP'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS', 'DELETE_PRS'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005]}, {'token': 'NNP', 'suggestions': ['DELETE_NNP', 'DELETE_NNP'], 'distances': [3.4000000000000004, 4.6000000000000005]}]"
Noon raw kasi parang lagi siyang nagkakaallergy etc,Noon daw kasi parang lagi siyang nagkakaallergy etc,Noon naku na,[],"[{'token': 'RBW', 'suggestions': ['KEEP_RBW_RBW', 'SUBSTITUTE_RBW_RBD'], 'distances': [3.5999999999999996, 4]}, {'token': 'RBI', 'suggestions': ['SUBSTITUTE_RBI_RBD', 'SUBSTITUTE_RBI_RBD', 'SUBSTITUTE_RBI_PRS_CCP', 'SUBSTITUTE_RBI_PRS_CCP'], 'distances': [3.5999999999999996, 3, 4, 4]}, {'token': 'CCR', 'suggestions': ['SUBSTITUTE_CCR_PRS_CCP', 'SUBSTITUTE_CCR_PRS_CCP', 'SUBSTITUTE_CCR_PRS_CCP', 'SUBSTITUTE_CCR_VBTS', 'SUBSTITUTE_CCR_VBTS'], 'distances': [3.5999999999999996, 3, 3, 4, 4]}, {'token': 'CCT', 'suggestions': ['DELETE_CCT', 'SUBSTITUTE_CCT_VBTS', 'SUBSTITUTE_CCT_VBTS', 'DELETE_CCT', 'SUBSTITUTE_CCT_NNC'], 'distances': [3.5999999999999996, 3, 3, 4, 4]}, {'token': 'RBD', 'suggestions': ['DELETE_RBD', 'DELETE_RBD', 'SUBSTITUTE_RBD_NNC', 'DELETE_RBD', 'DELETE_RBD'], 'distances': [3.5999999999999996, 3, 3, 4, 4]}, {'token': 'PRS_CCP', 'suggestions': ['DELETE_PRS_CCP', 'DELETE_PRS_CCP', 'DELETE_PRS_CCP', 'DELETE_PRS_CCP', 'DELETE_PRS_CCP'], 'distances': [3.5999999999999996, 3, 3, 4, 4]}, {'token': 'VBTS', 'suggestions': ['DELETE_VBTS', 'DELETE_VBTS', 'DELETE_VBTS', 'DELETE_VBTS'], 'distances': [3, 3, 4, 4]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC'], 'distances': [3, 4]}]"
Narito ang breakdown ng halaga ngpinsala,Narito ang breakdown ng halaga ng pinsala,,,
Ilawod Poblacion ng bayang ito ka makalawa ng gabi,Ilawod Poblacion ng bayang ito kamakalawa ng gabi,,,
 Ang maghihintay pa ng second dose, Ang naghihintay pa ng second dose,,,
Simula noon siya aynakilala na bilang isang singer,Simula noon siya ay nakilala na bilang isang singer,Timpla noo sa nilalang,[],"[{'token': 'RBW', 'suggestions': ['SUBSTITUTE_RBW_VBTS', 'SUBSTITUTE_RBW_NNC', 'SUBSTITUTE_RBW_NNC'], 'distances': [3.4000000000000004, 3, 3]}, {'token': 'RBW', 'suggestions': ['DELETE_RBW', 'SUBSTITUTE_RBW_NNC', 'SUBSTITUTE_RBW_CCT', 'SUBSTITUTE_RBW_NNC', 'SUBSTITUTE_RBW_CCT'], 'distances': [3.4000000000000004, 2, 3, 2, 3]}, {'token': 'PRS', 'suggestions': ['KEEP_PRS_PRS', 'SUBSTITUTE_PRS_CCT', 'SUBSTITUTE_PRS_NNC', 'SUBSTITUTE_PRS_PRI_CCP', 'SUBSTITUTE_PRS_CCT', 'SUBSTITUTE_PRS_PRI_CCP'], 'distances': [3.4000000000000004, 2, 1, 3, 2, 3]}, {'token': 'NNC_CCP', 'suggestions': ['SUBSTITUTE_NNC_CCP_NNC', 'SUBSTITUTE_NNC_CCP_PRI_CCP', 'DELETE_NNC_CCP', 'DELETE_NNC_CCP', 'SUBSTITUTE_NNC_CCP_PRI_CCP', 'SUBSTITUTE_NNC_CCP_NNC'], 'distances': [3.4000000000000004, 2, 1, 3, 2, 3]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'SUBSTITUTE_CCT_NNC', 'DELETE_CCT'], 'distances': [3.4000000000000004, 2, 1, 3, 2, 3]}, {'token': 'PRI_CCP', 'suggestions': ['DELETE_PRI_CCP', 'KEEP_PRI_CCP_PRI_CCP', 'DELETE_PRI_CCP', 'DELETE_PRI_CCP', 'DELETE_PRI_CCP'], 'distances': [2, 1, 3, 2, 3]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'DELETE_NNC', 'DELETE_NNC'], 'distances': [1, 2, 3]}]"
Tulungan pa rin kaya si Krizzia ng kanyang pamilya,Tulungan pa rin kaya si Krizzia ng kanyang pamilya,,,
Samantala napanalunan naman ng tigP,Samantala nanalo naman ng tigP,,,
Naganap ang trahedya dakong alas ng gabi ng Oktubre  ,Naganap ang trahedya dakong alas ng gabi ng Oktubre  ,,,
Lahat plantsado before pumasok,Lahat plantsado before pumasok,Lahat before pumasok,[],"[{'token': 'PRI', 'suggestions': ['SUBSTITUTE_PRI_NNC_PMS'], 'distances': [3.4000000000000004]}, {'token': 'JJD', 'suggestions': ['DELETE_JJD'], 'distances': [3.4000000000000004]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW'], 'distances': [3.4000000000000004]}, {'token': 'VBAF', 'suggestions': ['KEEP_VBAF_VBAF'], 'distances': [3.4000000000000004]}]"
Marunong din siyang gumagawa ng ganitong klaseng app,Marunong din siyang gumawa ng ganitong klaseng app,,,
Di ko kayang tumayodahil sa sobrang sakit aniya pa,Di ko kayang tumayo dahil sa sobrang sakit aniya pa,Di kayang tumayodahil sa sakit,[],"[{'token': 'RBF', 'suggestions': ['KEEP_RBF_RBF', 'SUBSTITUTE_RBF_RBD_CCP'], 'distances': [2.4, 3.2]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS', 'DELETE_PRS', 'SUBSTITUTE_PRS_VBAF', 'DELETE_PRS'], 'distances': [2.4, 2.2, 3.2, 3.4000000000000004]}, {'token': 'RBD_CCP', 'suggestions': ['KEEP_RBD_CCP_RBD_CCP', 'KEEP_RBD_CCP_RBD_CCP', 'KEEP_RBD_CCP_RBD_CCP', 'SUBSTITUTE_RBD_CCP_CCT', 'KEEP_RBD_CCP_RBD_CCP', 'KEEP_RBD_CCP_RBD_CCP'], 'distances': [2.4, 2.2, 2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'VBAF', 'suggestions': ['KEEP_VBAF_VBAF', 'KEEP_VBAF_VBAF', 'KEEP_VBAF_VBAF', 'KEEP_VBAF_VBAF', 'SUBSTITUTE_VBAF_NNC', 'KEEP_VBAF_VBAF', 'KEEP_VBAF_VBAF'], 'distances': [2.4, 2.2, 2.4, 4.6000000000000005, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT', 'KEEP_CCT_CCT'], 'distances': [2.4, 2.2, 2.4, 4.6000000000000005, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'JJCS_CCP', 'suggestions': ['DELETE_JJCS_CCP', 'DELETE_JJCS_CCP', 'DELETE_JJCS_CCP', 'DELETE_JJCS_CCP', 'DELETE_JJCS_CCP', 'DELETE_JJCS_CCP', 'DELETE_JJCS_CCP'], 'distances': [2.4, 2.2, 2.4, 4.6000000000000005, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'NNC', 'suggestions': ['KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC', 'DELETE_NNC', 'KEEP_NNC_NNC', 'KEEP_NNC_NNC'], 'distances': [2.2, 2.4, 4.6000000000000005, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'NNC', 'suggestions': ['DELETE_NNC', 'DELETE_NNC', 'DELETE_NNC', 'DELETE_NNC'], 'distances': [2.4, 4.6000000000000005, 3.4000000000000004, 3.5999999999999996]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'DELETE_RBI'], 'distances': [4.6000000000000005, 3.5999999999999996]}]"
Happy tayo share din natin sa iba,Happy tayo share rin natin sa iba,ng Happy share rin sa,[],"[{'token': 'CCB', 'suggestions': ['INSERT_CCB'], 'distances': [0.8]}, {'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP', 'KEEP_NNP_NNP', 'KEEP_NNP_NNP'], 'distances': [4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'PRP', 'suggestions': ['DELETE_PRP', 'SUBSTITUTE_PRP_VBTF', 'DELETE_PRP', 'SUBSTITUTE_PRP_VBTF', 'DELETE_PRP'], 'distances': [4.6000000000000005, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'FW', 'suggestions': ['KEEP_FW_FW', 'DELETE_FW', 'SUBSTITUTE_FW_VBTF', 'KEEP_FW_FW', 'DELETE_FW', 'KEEP_FW_FW'], 'distances': [4.6000000000000005, 3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI', 'SUBSTITUTE_RBI_CCT', 'KEEP_RBI_RBI', 'SUBSTITUTE_RBI_CCT'], 'distances': [4.6000000000000005, 3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'PRP', 'suggestions': ['DELETE_PRP', 'KEEP_PRP_PRP', 'KEEP_PRP_PRP', 'DELETE_PRP', 'KEEP_PRP_PRP', 'DELETE_PRP'], 'distances': [4.6000000000000005, 3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'CCT', 'suggestions': ['KEEP_CCT_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT', 'KEEP_CCT_CCT', 'DELETE_CCT'], 'distances': [3.4000000000000004, 3.4000000000000004, 4.6000000000000005, 4.6000000000000005, 5.800000000000001]}, {'token': 'PRI', 'suggestions': ['DELETE_PRI', 'DELETE_PRI', 'DELETE_PRI'], 'distances': [3.4000000000000004, 4.6000000000000005, 5.800000000000001]}]"
P ANG binigay ko kuya,P ang binigay ko kuya,P ANG binigay k,[],"[{'token': 'NNP', 'suggestions': ['KEEP_NNP_NNP'], 'distances': [4.4]}, {'token': 'NNPA', 'suggestions': [], 'distances': []}, {'token': 'VBOF', 'suggestions': ['KEEP_NNPA_NNPA'], 'distances': [4.4]}, {'token': 'PRS', 'suggestions': ['SUBSTITUTE_VBOF_NNC'], 'distances': [4.4]}, {'token': 'NNC', 'suggestions': ['DELETE_PRS'], 'distances': [4.4]}]"
Pe ro patuloy pa rin ang kanilang pagiingat,Pero patuloy pa rin ang kanilang pagiingat,ay ang ang pa ang pag - iingat,[],"[{'token': 'FW', 'suggestions': ['SUBSTITUTE_FW_LM', 'SUBSTITUTE_FW_RBI'], 'distances': [4.6000000000000005, 4]}, {'token': 'FW', 'suggestions': ['DELETE_FW', 'SUBSTITUTE_FW_RBI', 'SUBSTITUTE_FW_DTC', 'SUBSTITUTE_FW_DTC'], 'distances': [4.6000000000000005, 3, 4, 4]}, {'token': 'JJD', 'suggestions': ['KEEP_JJD_JJD', 'SUBSTITUTE_JJD_DTC', 'SUBSTITUTE_JJD_DTC', 'SUBSTITUTE_JJD_PRSP_CCP', 'SUBSTITUTE_JJD_PRSP_CCP', 'DELETE_JJD'], 'distances': [4.6000000000000005, 3, 3, 4, 4, 2.2]}, {'token': 'RBI', 'suggestions': ['KEEP_RBI_RBI', 'SUBSTITUTE_RBI_PRSP_CCP', 'SUBSTITUTE_RBI_PRSP_CCP', 'KEEP_RBI_RBI', 'DELETE_RBI', 'SUBSTITUTE_RBI_CCR', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI'], 'distances': [4.6000000000000005, 3, 3, 1.2, 4, 4, 2.2, 2.4]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'DELETE_RBI', 'SUBSTITUTE_RBI_CCR', 'KEEP_RBI_RBI', 'DELETE_RBI', 'DELETE_RBI', 'DELETE_RBI', 'KEEP_RBI_RBI', 'KEEP_RBI_RBI'], 'distances': [4.6000000000000005, 3, 3, 1.2, 2.2, 4, 4, 2.2, 2.4]}, {'token': 'DTC', 'suggestions': ['KEEP_DTC_DTC', 'DELETE_DTC', 'DELETE_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC', 'DELETE_DTC', 'DELETE_DTC', 'KEEP_DTC_DTC', 'KEEP_DTC_DTC'], 'distances': [4.6000000000000005, 3, 3, 1.2, 2.2, 4, 4, 2.2, 2.4]}, {'token': 'PRSP_CCP', 'suggestions': ['DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP', 'DELETE_PRSP_CCP'], 'distances': [3, 3, 1.2, 2.2, 4, 4, 2.2, 2.4]}, {'token': 'CCR', 'suggestions': ['DELETE_CCR', 'KEEP_CCR_CCR', 'KEEP_CCR_CCR', 'DELETE_CCR', 'KEEP_CCR_CCR', 'KEEP_CCR_CCR'], 'distances': [3, 1.2, 2.2, 4, 2.2, 2.4]}, {'token': 'PMS', 'suggestions': ['KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS', 'KEEP_PMS_PMS'], 'distances': [1.2, 2.2, 2.2, 2.4]}, {'token': 'VBTF', 'suggestions': ['KEEP_VBTF_VBTF', 'DELETE_VBTF'], 'distances': [2.2, 2.4]}]"
Bago MATULOG magtetest ka muna,Bago matulog magtetest ka muna,na MATULOG magtetest,[],"[{'token': 'RBW', 'suggestions': ['SUBSTITUTE_RBW_RBW_CCP'], 'distances': [4.6000000000000005]}, {'token': 'CDB', 'suggestions': ['KEEP_CDB_CDB'], 'distances': [4.6000000000000005]}, {'token': 'VBW', 'suggestions': ['KEEP_VBW_VBW'], 'distances': [4.6000000000000005]}, {'token': 'PRS', 'suggestions': ['DELETE_PRS'], 'distances': [4.6000000000000005]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI'], 'distances': [4.6000000000000005]}]"
Ayaw na daw sana niyang palakihin pa ito,Ayaw na raw sana niyang palakihin pa ito,na sana niyang palakihin,[],"[{'token': 'RBF', 'suggestions': ['DELETE_RBF', 'DELETE_RBF'], 'distances': [2.2, 3.4000000000000004]}, {'token': 'CCP', 'suggestions': ['KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP', 'KEEP_CCP_CCP'], 'distances': [2.2, 2.4, 3.4000000000000004, 3.5999999999999996]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'DELETE_RBI', 'SUBSTITUTE_RBI_PRS_CCP', 'DELETE_RBI', 'DELETE_RBI'], 'distances': [2.2, 2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'VBS', 'suggestions': ['KEEP_VBS_VBS', 'KEEP_VBS_VBS', 'SUBSTITUTE_VBS_VBOF', 'KEEP_VBS_VBS', 'KEEP_VBS_VBS'], 'distances': [2.2, 2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'PRS_CCP', 'suggestions': ['KEEP_PRS_CCP_PRS_CCP', 'KEEP_PRS_CCP_PRS_CCP', 'SUBSTITUTE_PRS_CCP_PRO', 'KEEP_PRS_CCP_PRS_CCP', 'KEEP_PRS_CCP_PRS_CCP'], 'distances': [2.2, 2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'VBOF', 'suggestions': ['KEEP_VBOF_VBOF', 'KEEP_VBOF_VBOF', 'DELETE_VBOF', 'KEEP_VBOF_VBOF', 'KEEP_VBOF_VBOF'], 'distances': [2.2, 2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'RBI', 'suggestions': ['DELETE_RBI', 'DELETE_RBI', 'DELETE_RBI', 'DELETE_RBI'], 'distances': [2.4, 3.2, 3.4000000000000004, 3.5999999999999996]}, {'token': 'PRO', 'suggestions': ['DELETE_PRO', 'DELETE_PRO'], 'distances': [3.2, 3.5999999999999996]}]"
